學年度,學期,課程代碼,課程名稱,授課教師,上課時間,上課教室,學分,選別,開課學程/年級,授課語言,EMI課程,學制分類,備註
113,2,305023001,"資訊管理","張瑋倫","三D56","商館260210",3.0,必修,"企管三甲企管三乙",中文,否,學士班,"＠備註:本系及雙輔系生優先。"
113,2,305051001,"策略管理","黃國峯","二D56","炎成創新廳",3.0,必修,"企管四甲企管四乙",中文,否,學士班,"＠備註:先修五管。"
113,2,305821001,"銷售與顧客關係管理","巫立宇","一567","炎成創新廳",3.0,選修,"企管三甲企管三乙企管四甲企管四乙",中文,否,學士班,"＠備註:先修行銷管理。"
113,2,306723001,"資料科學的商業應用","向倩儀","四234","商館260312",3.0,選修,"資管三甲資管三乙資管四甲資管四乙",英文,是,學士班,"＠備註:英文授課，學碩合開。"
113,2,307889011,"財務資訊管理","謝沛霖","五234","電算微二室",3.0,選修,"財管三財管四",中文,否,學士班,"＠備註:學碩合開"
113,2,308002002,"微積分","曾毓英","五D56","商館260306",3.0,必修,"風管一",中文,否,學士班,"＠備註:微積分實習課課號:308951011，上課時間:五7，一定要選修，無法配合者，請勿選課。"
113,2,308044001,"風險管理","鄭士卿","五234","商館260205",3.0,必修,"風管一",中文,否,學士班,"＠備註:限本系生/雙主修及輔系修習"
113,2,308951012,"微積分實習","曾毓英","五7","商館260306",0,必修,"風管一",中文,否,學士班,"＠備註:為微積分(308002001)課程之實習課，由老師親自授課，上課時間為五7，一定要修，無法配合者請勿選課。"
113,2,300745031,"商用進階英文寫作","沈琪","三D56","學思040201",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修：寫作與口語訓練（一）（二）或商用寫作與口語訓練（一）（二）； 收費課程；限商學院ETP學生修習。"
113,2,300747051,"商用中級寫作訓練","沈琪","五D56","學思040201",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 寫作與口語訓練(一)(二)或商用寫作與口語訓練(一)(二), 收費課程; 限商院ETP學生修習"
113,2,301044001,"國際買賣法","薛景文","三D56","逸仙050101",3.0,群修,"國貿二甲國貿二乙",中文,否,學士班,"＠備註:無"
113,2,301843001,"商務英文寫作","古如君","三56","商館260304",2.0,選修,"國貿二甲國貿二乙",中文,否,學士班,"＠備註:第一節上課務必出席，如無特殊原因缺席，請自行退選。"
113,2,301911001,"商情預測","林信助","四234","商院261047",3.0,選修,"國貿三甲國貿三乙國貿四甲國貿四乙",中文,否,學士班,"＠備註:先修統計學，學碩合開。"
113,2,302771001,"金融領域—證券市場實務","林靖庭","四34","炎成創新廳",2.0,選修,"金融三金融四",中文,否,學士班,"＠備註:金融系、所優先，學士班請選課號302771001，碩士班請選課號352724001。3/13、3/27、4/10、4/17、6/5、6/19元大人文廳上課。5/8寶來國際廳上課。"
113,2,302783001,"機器學習與財務計量","羅秉政","四234","商館260206",3.0,選修,"金融三金融四",英文,是,學士班,"＠備註:英文授課，金融系、所優先。學士班請選課號302783001，碩士班請選課號352722001。"
113,2,302788001,"金融計算程式運用（一）","陳正暉","三FG","商館260313",2.0,選修,"金融三金融四",中文,否,學士班,"＠備註:請帶手提電腦來上課。金融系、所優先。學士班請選課號302788001，碩士班請選課號352751001。"
113,2,302826001,"財務賽局","張興華","五D5","研究250103",2.0,選修,"金融三金融四",中文,否,學士班,"＠備註:金融系優先。"
113,2,302901001,"金融市場","黃台心","二D56","商館260313",3.0,選修,"金融三金融四",中文,否,學士班,"＠備註:金融系優先。"
113,2,303808001,"證券交易法","王文杰、郭土木","三D56","資訊140206",3.0,選修,"會計三甲會計三乙會計四甲會計四乙",中文,否,學士班,"＠備註:無"
113,2,304008001,"迴歸分析（一）","陳怡如","四234","資訊140301",3.0,必修,"統計二",英文,是,學士班,"＠備註:英語授課。先修科目：統計學"
113,2,305009011,"人力資源管理","許書瑋","三D56","寶來國際廳",3.0,必修,"企管二甲企管二乙",英文,是,學士班,"＠備註:先修管理學與組織行為。"
113,2,305021001,"組織行為","曹銀愛","四234","寶來科技廳",3.0,必修,"企管二甲企管二��",英文,是,學士班,"＠備註:無"
113,2,305049011,"管理科學","陳立民","五D56","商院電腦室",3.0,必修,"企管一乙",中文,否,學士班,"＠備註:企一乙優先。"
113,2,305679001,"職涯發展","曹銀愛","三234","商館260712",3.0,選修,"企管三甲企管三乙",英文,是,學士班,"＠備註:Please show up at the first class."
113,2,306048001,"管理科學","周彥君、莊皓鈞","三234","商館260312",3.0,必修,"資管二甲資管二乙",中文,否,學士班,"＠備註:中文授課。"
113,2,306859001,"演算法","張景堯","三234","逸仙5樓資管電腦室",3.0,選修,"資管三甲資管三乙資管四甲資管四乙",中文,否,學士班,"＠備註:人數限制50人。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
113,2,308013001,"社會保險","劉文彬","一D56","商館260306",3.0,必修,"風管三",中文,否,學士班,"＠備註:與碩士班合開；碩士班請選358035001課號"
113,2,308878001,"財務數學（一）","黃泓智","四D56","商館260306",3.0,選修,"風管二風管三風管四",中文,否,學士班,"＠備註:無"
113,2,304851001,"品質管制系統","楊素芬","三234","商館260101",3.0,選修,"統計四",中文,否,學士班,"＠備註:無"
113,2,305740001,"激勵與領導","許育瑋","四567","元大人文廳",3.0,選修,"企管三甲企管三乙",英文,是,學士班,"＠備註:無"
113,2,305764001,"設計思考與創新","韓志翔","二567","商館260712",3.0,選修,"企管三甲企管三乙企管四甲企管四乙",中文,否,學士班,"＠備註:無"
113,2,305771001,"大數據品牌行銷","高端訓","一567","商館260712",1.0,選修,"企管三甲企管三乙企管四甲企管四乙",中文,否,學士班,"＠備註:集中授課六週，實際上課日期請見教學大綱。學碩合開。"
113,2,305866001,"行銷研究","朴星俊","五EFG","寶來科技廳",3.0,選修,"企管三甲企管三乙企管四甲企管四乙",英文,是,學士班,"＠備註:先修行銷管理，學碩合開。Actual class time is 18:30-21:20."
113,2,306016012,"資訊系統專案設計","李曉惠、周彥君、莊皓鈞","六EFG","教室洽系所",3.0,必修,"資管三甲資管三乙",中文,否,學士班,"＠備註:無"
113,2,306016022,"資訊系統專案設計","洪智鐸、郁方、蕭舜文","六EFG","教室洽系所",3.0,必修,"資管三甲資管三乙",中文,否,學士班,"＠備註:無"
113,2,306016042,"資訊系統專案設計","向倩儀、杜雨儒、周致遠","六EFG","教室洽系所",3.0,必修,"資管三甲資管三乙",中文,否,學士班,"＠備註:無"
113,2,306050001,"程式設計二","林怡伶","一56","逸仙5樓資管電腦室",2.0,必修,"資管一甲資管一乙",中文,否,學士班,"＠備註:先修科目為程式設計一。實習時間為星期一下午16：10-17：00於逸仙樓五樓資管系電腦教室(0502教室)。"
113,2,307851001,"財務金融卓越講座","陳鴻毅","四567","商館260302",1.0,選修,"財管三財管四",中文,否,學士班,"＠備註:學碩合開，集中授課6次"
113,2,307852001,"產險經營管理實務講座","林國彬","四234","商館260306",3.0,選��,"財管三財管四",中文,否,學士班,"＠備註:第一堂課請務必到課，學碩合開。"
113,2,307901001,"計量經濟學","盧敬植","二567","商館260301",3.0,選修,"財管三",中文,否,學士班,"＠備註:先修科目：統計學(一)、統計學(二)"
113,2,308846001,"保險監理與法規","陳開元","三D5","商館260204",2.0,選修,"風管三風管四",中文,否,學士班,"＠備註:學碩合開；碩士班請���358775001課號。限大四以上修習。"
113,2,308873001,"金融機構風險管理","鄭士卿","四234","商館260102",3.0,選修,"風管三風管四",中文,否,學士班,"＠備註:需先修習「財務管理」課程。第一堂課請務必到課。大二同學經老師同意後得加簽。"
113,2,300729001,"跨文化創新創業專題研討","張欣綠","五E","教室洽系所",1.0,選修,"商院學士",中文,否,學士班,"＠備註:採集中授課，第一次上課(2/17 10:00-12:00)教室在商學院2樓202"
113,2,300744001,"企業永續、ESG與社會責任","許永明","五234","商館260306",3.0,選修,"商院學士",中文,否,學士班,"＠備註:學碩合開，碩士班請選300744011課號。"
113,2,300747031,"商用中級寫作訓練","鄺慧琪","四D56","研究250303",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 寫作與口語訓練(一)(二)或商用寫作與口語訓練(一)(二), 收費課程; 限商院ETP學生修習"
113,2,300749051,"商用寫作與口語訓練（二）","鄺慧琪","五234","研究250303",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 商用寫作與口語訓練(一), 收費課程; 限商院ETP學生修習"
113,2,300749071,"商用寫作與口語訓練（二）","楊健威","五D56","學思040208",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 商用寫作與口語訓練(一), 收費課程; 限商院ETP學生修習."
113,2,300761021,"ESG專題研討：永續發展趨勢、機會與挑戰","蘇威傑","一D56","寶來國際廳",3.0,選修,"商院學士",中文,否,學士班,"＠備註:本課程為學碩合開，碩士班請選科目代號300761011"
113,2,300774001,"創新創業實作專題","張欣綠","五D56","商館260102",3.0,選修,"商院學士",中文,否,學士班,"＠備註:（限大三以上）由創新創業學程學生優先選課, 尚有名額再開放選讀。課程邀請知名企業高層擔任指導業師。"
113,2,300798001,"人工智慧與商業應用","曾毓英","四D56","學思040103",3.0,選修,"商院學士",英文,是,學士班,"＠備註:ETP授課，學碩合開。"
113,2,300901001,"進階個體經濟學","潘振宇","四234","學思040306",3.0,選修,"商院學士",英文,是,學士班,"＠備註:英語授課，先修個體經濟學。"
113,2,300906001,"總體經濟學","朴民佑","五234","資訊140106",3.0,選修,"商院學士",英文,是,學士班,"＠備註:貿二乙優先，英語授課，先修經濟學。"
113,2,301772001,"國際企業經營法律風險實務探討","楊培侃","五D56","商館260313",3.0,選修,"國貿三甲國貿三乙國貿四甲國貿四乙",中文,否,學士班,"＠備註:學碩合開"
113,2,301779001,"菁英商務英語: 團隊領導與商務社交技巧","古如君","二56","商館260304",2.0,選修,"國貿二甲國貿二乙",英文,否,學士班,"＠備註:It is compulsory to attend the first class to confirm and verify the validity of the course registration."
113,2,301786001,"WTO專題研究：服務貿易法","楊光華","四234","商院261042",3.0,選修,"國貿三甲國貿三��國貿四甲國貿四乙",中文,否,學士班,"＠備註:學碩合開"
113,2,302809001,"投資銀行策略與實務","楊曉文","四D56","逸仙050101",3.0,選修,"金融三金融四",中文,否,學士班,"＠備註:金融系、所優先。學士班請選課號302809001(需先修金融機構管理或銀行經營管理)，碩士班請選課號352785001。"
113,2,303019001,"財務報表分析","陳宇紳","二234","商館260312",3.0,必修,"會計四甲",中文,否,學士班,"＠備註:因教室人數限制，本課程不接受加簽，電郵加簽相關問題恕不回應。"
113,2,303035001,"會計資訊系統（二）","周國華","一2D56","資訊140306",2.0,必修,"會計三甲會計三乙",中文,否,學士班,"＠備註:修課學生需自備筆記型電腦，擋修會計資訊系統（一），本課程採每週一第2節及第D56節集中上課。實際上課日請見教學大綱或課堂說明。"
113,2,303884001,"會計審計法規","鄭如孜","五234C","商館260312",3.0,選修,"會計三甲會計三乙會計四甲會計四乙",中文,否,學士班,"＠備註:本課程採每週五234C堂連續上課4小時，集中上課9週。實際上課日期請見教學大綱或課堂說明。"
113,2,303899001,"鑑識會計","朱家德、朱德芳、馬秀如","五D56","商館260815",3.0,選修,"會計四甲會計四乙",中文,否,學士班,"＠備註:與碩士班合開，如要抵免以後碩士班學分，請選353816001"
113,2,303962001,"審計學（一）實習","俞洪昭","四78","商館260205",0,必修,"會計三甲",中文,否,學士班,"＠備註:本實習課由老師親自授課，一定要上課。"
113,2,300745011,"商用進階英文寫作","楊健威","二D56","學思040208",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修：寫作與口語訓練（一）（二）或商用寫作與口語訓練（一）（二）; 收費課程；限商學院ETP學生修習。"
113,2,300749001,"商用寫作與口語訓練（二）","楊健威","二234","學思040208",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 商用寫作與口語訓練(一), 收費課程; 限商院ETP學生修習."
113,2,300749031,"商用寫作與口語訓練（二）","鄺慧琪","三D56","研究250303",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修:商用寫作與口語訓練(一), 收費課程; 限商院ETP學生修習"
113,2,300906011,"總體經濟學","鄭琬蓉","一D56","研究250105",3.0,選修,"商院學士",英文,是,學士班,"＠備註:貿二甲優先，英語授課，先修經濟學。"
113,2,300934001,"人壽保險","陳彩稚","五D56","商館260312",3.0,選修,"商院學士",中文,否,學士班,"＠備註:雙主修及輔系優先"
113,2,301807001,"策略經濟學","潘振宇","三234","逸仙050201",3.0,選修,"國貿三甲國貿三乙國貿四甲國貿四乙",中文,否,學士班,"＠備註:先修經濟學"
113,2,301848001,"電腦模擬的商業應用","傅冶天","五234","商館260313",3.0,選修,"國貿三甲國貿三乙國貿四甲國貿四乙",英文,是,學士班,"＠備註:預修科目：三學分之（大學部）經濟學”或者是”三學分之（大學部）統計學；或者是經由老師同意選修。教室：260509商院電腦室。"
113,2,301866001,"策略行銷分析","蘇威傑","二234","寶來國際廳",3.0,選修,"國貿三甲國貿三乙國貿四甲國貿四乙",中文,否,學士班,"＠備註:學碩合開"
113,2,301867001,"菁英商務英語：簡報與演說技巧","古如君","二78","商館260304",2.0,選修,"國貿二甲國貿二乙",英文,否,學士班,"＠備註:It is compulsory to attend the first class to confirm and verify the validity of the course registration."
113,2,302043001,"貨幣理論與政策","趙世偉","五234","資訊140208",3.0,群修,"金融三金融四",中文,否,學士班,"＠備��:先修「貨幣銀行學」，不願積極參與課程者請勿選課。"
113,2,302900011,"固定收益證券","金帛春","二234","商館260304",3.0,選修,"金融三金融四",英文,是,學士班,"＠備註:英文授課，金融系優先。"
113,2,303021001,"審計學（一）","俞洪昭","四D56","商館260205",3.0,必修,"會計三甲",中文,否,學士班,"＠備註:擋修中會（二），四78實習課為老師上課，無法配合者，請勿選本課程。"
113,2,303032011,"高級會計學（二）","林宛瑩","二D56","商館260105",3.0,必修,"會計三乙",中文,否,學士班,"＠備註:擋修高會（一）。"
113,2,303043021,"電腦審計","柯志賢","三567","商館260705",1.0,必修,"會計四甲會計四乙",中文,否,學士班,"＠備註:5/14～6/18連續6週，每週三567節密集上課，上課教室在商館260705會計系電腦稽核實驗室。第六堂之實務分享為6/18，教室待系辦宣布。"
113,2,303805001,"作業價值管理（AVM）（包含ESG）—企業實作與實習","吳安妮","四567","元大講堂",3.0,選修,"會計四甲會計四乙",中文,否,學士班,"＠備註:無"
113,2,303809001,"審計數據分析應用","陳俊光","二D56","商館260306",3.0,選修,"會計四甲會計四乙",中文,否,學士班,"＠備註:基石模組必修課程"
113,2,303811001,"策略管理（一）","李佳玲","三234","商館260102",3.0,選修,"會計四甲會計四乙",中文,否,學士班,"＠備註:管理會計學程，與碩士班合開，如要抵免以後碩士班課程，請選353757001。"
113,2,303840001,"公司治理與財務報表","傅文芳","三D56","學思040302",3.0,選修,"會計三甲會計三乙會計四甲會計四乙",中文,否,學士班,"＠備註:與碩士班合開，如要抵免以後碩士班課程，請選353789001"
113,2,303874001,"無形資產報導與評價","蘇瓜藤","三D56","商館260815",1.0,選修,"會計四甲會計四乙",中文,否,學士班,"＠備註:實際上課時間請參考大綱。與碩士班合開，如要抵免以後碩士班學分，請選353844001。"
113,2,303891001,"會計師業務實戰研討","柯志賢","四234","研究250201",3.0,選修,"會計四甲會計四乙",中文,否,學士班,"＠備註:與碩士班合開，如要抵免以後碩士學分，請選353813001"
113,2,303896001,"管理個案研討","王文英","三234","商館260310",1.0,選修,"會計三甲會計三乙會計四甲會計四乙",中文,否,學士班,"＠備註:集中授課6週，管理會計學程。本課程將於第一堂課進行課程討論與分組，故第一堂課一定要出席，未出席者，課程成績將不予以及格。"
113,2,305668001,"管理經濟學（二）","王國樑","二78E","綜北270204",3.0,選修,"企管三甲企管三乙",中文,否,學士班,"＠備註:與經濟系碩士班合開。"
113,2,305669001,"多元職場","胡昌亞","五234","商館260712",1.0,選修,"企管三甲企管三乙企管四甲企管四乙",中文,否,學士班,"＠備註:前六週集中授課，請勿缺席任一堂課，學碩合開。"
113,2,306016002,"資訊系統專案設計","陳恭、蔡瑞煌","六EFG","教室洽系所",3.0,必修,"資管三甲資管三乙",中文,否,學士班,"＠備註:無"
113,2,306016032,"資訊系統專案設計","林怡伶、簡士鎰","六EFG","教室洽系所",3.0,必修,"資管三甲資管三乙",中文,否,學士班,"＠備註:無"
113,2,306717001,"軟體分析與測試","洪智鐸","五D56","商館260311",3.0,選修,"資管三甲資管三乙資管四甲資管四乙",英文,是,學士班,"＠備註:英文授課。學碩合開。先修科目為資料結構。"
113,2,307034001,"進階財務管理","湛可南","二234","炎成創新廳",3.0,必修,"財管三",英文,是,學士班,"＠備註:先修財務管理及投資學。雙主修、輔系生選課前請詳教學大綱。"
113,2,307835001,"全方位理財與規劃","周行一","四234","商館260101",3.0,選修,"財管三財管四",中文,否,學士班,"＠備註:學碩合開，選課人數上限30人，達上限後不加簽"
113,2,307857001,"不動產財務","陳明吉","一D56","商館260311",3.0,選修,"財管三",中文,否,學士班,"＠備註:無"
113,2,307932001,"國際財務管理","張元晨","三234","商館260306",3.0,選修,"財管三",中文,否,學士班,"＠備註:先修財務管理"
113,2,308003002,"民法概要","王正偉","四56","商館260105",2.0,必修,"風管一",中文,否,學士班,"＠備註:無"
113,2,300745021,"商用進階英文寫作","楊健威","三234","學思040208",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修：寫作與口語訓練（一）（二）或商用寫作與口語訓練（一）（二）； 收費課程；限商學院ETP學生修習。"
113,2,300747001,"商用中級寫作訓練","沈琪","二D56","學思040201",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 寫作與口語訓練(一)(二)或商用寫作與口語訓練(一)(二), 收費課程; 限商院ETP學生修習"
113,2,300747011,"商用中級寫作訓練","沈琪","三234","學思040201",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 寫作與口語訓練(一)(二)或商用寫作與口語訓練(一)(二), 收費課程; 限商院ETP學生修習"
113,2,300747021,"商用中級寫作訓練","鄺慧琪","四234","研究250303",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 寫作與口語訓練(一)(二)或商用寫作與口語訓練(一)(二), 收費課程; 限商院ETP學生修習"
113,2,300749011,"商用寫作與口語訓練（二）","鄺慧琪","三234","研究250303",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 商用寫作與口語訓練(一), 收費課程; 限商院ETP學生修習"
113,2,300749041,"商用寫作與口語訓練（二）","楊健威","五234","學思040208",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 商用寫作與口語訓練(一), 收費課程; 限商院ETP學生修習"
113,2,300749061,"商用寫作與口語訓練（二）","鄺慧琪","五D56","研究250303",3.0,選修,"商院選修",英文,否,學士班,"＠備註:先修: 商用寫作與口語訓練(一), 收費課程; 限商院ETP學生修習"
113,2,300784001,"服務學習專業課程－指南服務團－社會服務與學習（二）","王正偉","五EF","商館260106",1.0,選修,"商院學士",中文,否,學士班,"＠備註:此課程必須先修習指南服務團��一）或曾參加社會服務志工並領有認證時數20小時（含）以上者方得修習"
113,2,300785001,"服務學習專業課程－指南服務團－社會服務與學習（一）","王正偉","二FG","商館260105",1.0,選修,"商院學士",中文,否,學士班,"＠備註:無"
113,2,301030001,"貿易與投資專題","徐則謙","三D56","商館260207",3.0,群修,"國貿三甲國貿三乙國貿四甲國貿四乙",中文,否,學士班,"＠備註:先修經濟學"
113,2,301030011,"貿易與投資專題","徐則謙","四D56","商館260102",3.0,群修,"國貿三甲國貿三乙國貿四甲國貿四乙",中文,否,學士班,"＠備註:先修經濟學，學碩合開。"
113,2,301040001,"國際經貿法","楊培侃","四234","商館260313",3.0,群修,"國貿二甲國貿二乙",中文,否,學士班,"＠備註:無"
113,2,301839001,"國際金融法專題（二）","楊光華","三78E","商院261042",3.0,選修,"國貿三甲國貿三乙國貿四甲國貿四乙",中文,否,學士班,"＠備註:學碩合開。"
113,2,302926001,"計量經濟學","金帛春","一D56","商館260101",3.0,選修,"金融三金融四",英文,是,學士班,"＠備註:英文授課，金融系優先。"
113,2,303019011,"財務報表分析","林宛瑩","二234","商館260205",3.0,必修,"會計四乙",中文,否,學士班,"＠備註:擋修中會(二)"
113,2,303021011,"審計學（一）","廖柏蒼","五234","研究250201",3.0,必修,"會計三乙",中文,否,學士班,"＠備註:擋修中會(二)。本課程不開放會計系學生轉班之加簽。第一堂課請務必出席，未出席者，請自行退選。"
113,2,303807001,"會計專業之ESG浪潮解析","于紀隆","四234","逸仙050101",3.0,選修,"會計四甲會計四乙",中文,否,學士班,"＠備註:與碩士班合開，如要抵免以後碩士班課程，請選353753001。"
113,2,303810001,"中國稅務與商務","徐曉婷","四D56","學思040202",3.0,選修,"會計三甲會計三乙會計四甲會計四乙",中文,否,學士班,"＠備註:與碩士班合開，如要抵免以後碩士班課程，請選353756001"
113,2,303845001,"政府財務報導","賴森本","二234","商館260815",3.0,選修,"會計三甲會計三乙會計四甲會計四乙",中文,否,學士班,"＠備註:與碩士班合開，如要抵免以後碩士班課程，請選353798001"
113,2,304023011,"多變量分析","鄭宗記","二D56","商館260205",3.0,群修,"統計三",中文,否,學士班,"＠備註:無"
113,2,304834001,"統計計算與模擬","董奕賢","二D56","商院電腦室",3.0,選修,"統計四",英文,是,學士班,"＠備註:英語授課"
113,2,304908001,"人口統計","余清祥","三234","商館260206",3.0,選修,"統計四",中文,否,學士班,"＠備註:無"
113,2,305009001,"人力資源管理","蔡維奇","二D56","寶來科技廳",3.0,必修,"企管二甲企管二乙",中文,否,學士班,"＠備註:先修管理學與組織行為。"
113,2,305018001,"微積分","李智明","二D56","商館260310",3.0,必修,"企管一甲企管一乙",英文,是,學士班,"＠備註:無"
113,2,306008011,"資料庫管理","周致遠","二D56","研究250201",3.0,必修,"資管二甲資管二乙",中文,否,學士班,"＠備註:1. 中文授課。2. 實習課時間為星期二10：10~12：00於商學院5樓商學院電腦教室。3. 期中考與期末考二班共同舉行，期中考時間為03/31 (一) 18:00~21:00與期末考時間為05/12 (一) 18:00~21:00，地點另行公布。請確認可參與兩場考試再選課。4. 本課程須專案實作，強烈建議選課同學具備基礎程式開發能力或正在修習相關課程。"
113,2,306016052,"資訊系統專案設計","洪為璽","六EFG","教室洽系所",3.0,必修,"資管三甲資管三乙",中文,否,學士班,"＠備註:無"
113,2,306716001,"學習演算法和其演化","蔡瑞煌","四D56","電算智慧教室",3.0,選修,"資管三甲資管三乙資管四甲資管四乙",中文,否,學士班,"＠備註:學碩合開。"
113,2,306720001,"作業系統","莊豐源","二D56","逸仙5樓資管電腦室",3.0,選修,"資管三甲資管三乙資管四甲資管四乙",英文,是,學士班,"＠備註:英文授課。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
113,2,306721001,"資訊系統專案管理","杜雨儒","三D56","商館260311",3.0,選修,"資管三甲資管三乙資管四甲資管四乙",中文,否,學士班,"＠備註:學碩合開。可能有數週 (下午或晚上時段) 至電腦教室或計算機中心上課。"
113,2,307942001,"不動產估價","陳明吉","四D56","學思040208",3.0,選修,"財管三財管四",中文,否,學士班,"＠備註:無"
113,2,308010001,"財產保險","陳彩稚","三D56","商館260206",3.0,必修,"風管二",中文,否,學士班,"＠備註:限本系與雙主修、輔系；先修保險學"
113,2,308870001,"產險經營管理實務講座","林國彬","四234","商館260306",3.0,選修,"風管三風管四",中文,否,學士班,"＠備註:學碩合開。第一堂請務必到課。"
113,2,308945001,"海上保險","黃正宗","二D56","商館260204",3.0,選修,"風管三風管四",中文,否,學士班,"＠備註:學碩合開；碩士班請選358870001"
113,2,357920001,"債券分析","岳夢蘭","四567","專案研究室",3.0,選修,"財管碩一",中文,否,碩士班,"＠備註:先修科目：衍生性金融商品"
113,2,358807001,"產險經營管理實務講座","林國彬","四234","商館260306",3.0,選修,"風管碩一風管碩二",中文,否,碩士班,"＠備註:學碩合開；第一堂課請務必到課。"
113,2,363864001,"全球及本土企業經營（一）","許書瑋","未定或彈性","",1.0,選修,"企研碩一企研碩二",中文,否,碩士班,"＠備註:異地授課-國內參訪，課程安排請見授課大綱。"
113,2,351792001,"固定收益證券﹕分析與創新","傅冶天","三234","商館260207",3.0,選修,"國貿碩一國貿碩二",英文,是,碩士班,"＠備註:預修科目：三學分之(大學部)經濟學以及三學分之(大學部)財務管理或者是經由老師同意選修。"
113,2,352722001,"機器學習與財務計量","羅秉政","四234","商館260206",3.0,選修,"金融碩一金融碩二",英文,是,碩士班,"＠備註:英文授課，金融系、所優先。學士班請選課號302783001，碩士班請選課號352722001。"
113,2,352746001,"當前金融問題研討","殷乃平","二567","秀明講堂",3.0,選修,"金融碩一金融博一金融碩二金融博二",中文,否,碩士班、博士班,"＠備註:金融所優先。"
113,2,352785001,"投資銀行策略與實務","楊曉文","四D56","逸仙050101",3.0,選修,"金融碩一金融碩二",中文,否,碩士班,"＠備註:金融系、所優先。學士班請選課號302809001(需先修金融機構管理或銀行經營管理)，碩士班請選課號352785001。"
113,2,363899001,"銷售與顧客關係管理－策略觀","巫立宇","一12","教室洽系所",2.0,選修,"企研碩一企研碩二",中文,否,碩士班,"＠備註:上課時間為週一上午，課程安排請見授課大綱。"
113,2,363919001,"企業個案研討","司徒達賢","五234","教室洽系所",2.0,選修,"企研碩二",中文,否,碩士班,"＠備註:上課時間為週五上午，課程安排請見授課大綱。15人以上開課。"
113,2,364830011,"市場與創新科技預測","吳豐祥","二D5","商館260913",2.0,選修,"科智碩1A科智碩1B科智碩2A科智碩2B",中文,否,碩士班,"＠備註:無"
113,2,300753001,"職涯發展","曹銀愛","三234","商館260712",3.0,選修,"商院碩士",英文,是,碩士班,"＠備註:Please show up at the first class."
113,2,300731001,"AI協作行銷","白佩玉、陳冠儒","二234","商館260712",3.0,選修,"商院碩士",中文,否,碩士班,"＠備註:先修行銷管理"
113,2,358032001,"保險會計與財務報表分析","王儷玲","四EFG","商館260210",3.0,必修,"風管碩一風管碩二",中文,否,碩士班,"＠備註:無"
113,2,363015011,"策略管理","謝凱宇","三234","教室洽系所",3.0,必修,"企研碩二",中文,否,碩士班,"＠備註:須修畢五管，選課優先順序為碩二、碩一14月制。"
113,2,363017001,"企業法律","周振鋒","四567","教室洽系所",2.0,群修,"企研碩一企研碩二",中文,否,碩士班,"＠備註:上課時間為週四下午，課程安排請見授課大綱。限113以前學生，114提前入學新生請於114-2修課。15人以上開課。"
113,2,363020001,"公司治理","丁克華、馬秀如","二5","教室洽系所",1.0,必修,"企研碩一企研碩二",中文,否,碩士班,"＠備註:A班，上課時間為週二下午，課程安排請見授課大綱。限113以前學生，114提前入學新生請於114-2修課。"
113,2,363020011,"公司治理","丁克華、馬秀如","二6","教室洽系所",1.0,必修,"企研碩一企研碩二",中文,否,碩士班,"＠備註:B班，上課時間為週二下午，課程安排請見授課大綱。限113以前學生，114提前入學新生請於114-2修課。"
113,2,351708001,"Python入門與商業分析應用","鍾令德","一D56","商館260205",3.0,選修,"國貿碩一國貿碩二",英文,是,碩士班,"＠備註:學碩合開，英語授課，非同步遠距課程"
113,2,351720001,"策略行銷分析","蘇威傑","二234","寶來國際廳",3.0,選修,"國貿碩一國貿碩二",中文,否,碩士班,"＠備註:學碩合開"
113,2,351880001,"行銷研究","何乾瑋","三D56","商館260312",3.0,選修,"國貿碩一國貿碩二",英文,是,碩士班,"＠備註:英語授課，學碩合開"
113,2,352747001,"金融機構策略管理","江永裕、呂桔誠","二EFG","商館260201",3.0,選修,"金融碩一金融博一金融碩二金融博二",中文,否,碩士班、博士班,"＠備註:金融所優先。"
113,2,363888001,"平台策略與創新實踐","邱奕嘉","二EFG","教室洽系所",2.0,選修,"企研碩一企研碩二",中文,否,碩士班,"＠備註:首堂課必到。上課時間為週二晚上，課程安排請見授課大綱。15人以上開課。"
113,2,364927001,"智慧財產權法專題研究（四）","沈宗倫","五34","綜北270306",2.0,選修,"科智碩1B科智碩2B",中文,否,碩士班,"＠備註:與法學院合開"
