學年度,學期,課程代碼,課程名稱,授課教師,上課時間,上課教室,學分,選別,開課學程/年級,授課語言,EMI課程,學制分類,備註
114,1,000218021,"總體經濟學","梁斐琪","三234","大智190305",3.0,必修,"經濟系",中文,否,學士班,"＠備註:無"
114,1,000226001,"政治學","周家瑜","三D56","大勇210206",3.0,必修,"政治系",中文,否,學士班,"＠備註:(1)公行系優先，本課程於第二階段初選登記開放選課。(2)為確保同學了解課程要求，請想修課或加簽的同學第一周務必出席。"
114,1,000323011,"中級會計學（一）","潘健民","四234","商館260106",3.0,必修,"會計系",中文,否,學士班,"＠備註:會二甲，擋修初會(一)、初會(二)。課堂與選課注意事項請參照教學大綱。"
114,1,000337011,"成本管理會計（一）","李佳玲","二234","商館260206",3.0,必修,"會計系",中文,否,學士班,"＠備註:會二甲，擋修初會（二）。加簽規則：請第一堂課請務必出席。"
114,1,000347091,"財務管理","詹育儒","四234","研究250206",3.0,選修,"財管系",英文,是,學士班,"＠備註:先修經濟、初會一學年；英語授課；金融二優先"
114,1,000348031,"管理學","郭曉玲","五234","商館260210",3.0,必修,"企管系",中文,否,學士班,"＠備註:第一堂課請務必出席。企管系本系生及雙修生不得修習本課。"
114,1,000348041,"管理學","周庭佑、潘博宇","二234","商館260312",3.0,必修,"企管系",中文,否,學士班,"＠備註:第一堂課請務必出席。企管系本系生及雙修生不得修習本課。"
114,1,000357021,"多媒體與程式設計軟體","張瑞岩","三234","逸仙5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為軟體應用導論，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
114,1,000358011,"資料分析與程式設計入門","周彥君","四D56","逸仙5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為資料處理，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
114,1,000359011,"統計學（一）","黃佳慧","二234","研究250103",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為四、78。統計系一年級學生灌檔；商院各系、地政系及經濟系學生優先。已修習原「統計學」全學年上學期課程及格者，修習本課程屬重複修習。"
114,1,000359051,"統計學（一）","楊素芬","三234","研究250103",3.0,必修,"統計系",中文,否,學士班,"＠備註:初選時不開放選課。實習課時間於第一次上課時決定。會計系一年級學生灌檔。商院各系、地政系及經濟系學生優先。已修習原「統計學」全學年上學期課程及格者，修習本課程屬重複修習。"
114,1,000361041,"企業倫理與社會責任","陳立民","二234","資訊140104",1.0,必修,"企管系",中文,否,學士班,"＠備註:限大三以上修習，集中授課六週，每次3小時，實際上課日期請參考教學大綱。"
114,1,000604001,"商事法","鄭婷嫻","五34","法學院106承恩講堂",2.0,必修,"法律系",中文,否,學士班,"＠備註:企管系二年級乙班優先。"
114,1,000314091,"初級會計學（一）","黃政仁","三78E","商館260311",3.0,必修,"會計系",中文,否,學士班,"＠備註:會一乙，不接受加簽。本課程於114.12.13(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,1,000227001,"國際關係","馮慕文","二D56","大勇210202",3.0,必修,"外交系",英文,是,學士班,"＠備註:無"
114,1,000229001,"社會學","馬藹萱","二1234","法學院演講廳綜南270114",4.0,必修,"社會系",中文,否,學士班,"＠備註:無"
114,1,000314071,"初級會計學（一）","翁嘉祥","三234","研究250203",3.0,必修,"會計系",中文,否,學士班,"＠備註:資管一乙，加簽考量以高年級者必修及雙輔必修為優先。欲加簽同學必須出席第一堂課，勿來信詢問。本課程於114.12.13(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,1,000219111,"經濟學","彭喜樞","三D56","綜南270112",3.0,必修,"經濟系",中文,否,學士班,"＠備註:財政一乙學生優先，本課程有實習課。"
114,1,000219551,"經濟學","朴民佑","四D56","研究250305",3.0,必修,"國貿系",英文,是,學士班,"＠備註:企一甲優先，英語授課。114.12.13上午舉行會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,1,000219571,"經濟學","溫偉任","五234","研究250103",3.0,必修,"國貿系",中文,否,學士班,"＠備註:統計系，會一乙優先。114.12.13上午舉行會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,1,000228031,"貨幣銀行學","蕭明福","四D56","大勇210105",3.0,群修,"經濟系",中文,否,學士班,"＠備註:無"
114,1,088110021,"華語－密集班聽力課程（一）","林佩君","一D56","商館260309",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088110031,"華語－密集班聽力課程（一）","吳孟盈","一D56","綜北270406",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088210051,"華語－密集班口說課程（一）","簡汎霓","二567","綜南270408",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088310021,"華語－密集班閱讀課程（一）","林佩君","三D56","商館260309",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088410011,"華語－密集班寫作課程（一）","詹永康","四D56","逸仙050203",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088410051,"華語－密集班寫作課程（一）","簡汎霓","四567","綜南270408",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088501041,"華語特別班實用華語","蔡一萍","二D56","綜北270405",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看"
114,1,088501051,"華語特別班實用華語","許宇萱","三78E","綜北270404",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看"
114,1,088501061,"華語特別班實用華語","詳備註","三78E","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看"
114,1,088505001,"中文散文選讀與寫作訓練","蔡一萍","二78E","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088508001,"議題討論與口語表達","許宇萱","四78E","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088939001,"讀成語故事學華語","陳憶寧","二D56","大勇210204",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:限西點專案生"
114,1,000314101,"初級會計學（一）","潘健民","三EFG","商館260106",3.0,必修,"會計系",中文,否,學士班,"＠備註:金融一，課堂與選課注意事項請參照教學大綱。本課程於114.12.13(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,1,000347051,"財務管理","邱健嘉","三D56","研究250206",3.0,選修,"財管��",英文,是,學士班,"＠備註:先修經濟、初會一學年；英語授課，不開放加簽，企管二乙優先"
114,1,000347081,"財務管理","郭維裕","三D56","學思040202",3.0,選修,"財管系",中文,否,學士班,"＠備註:先修經濟、初會一學年；僅限國貿系學生（含國貿雙修輔系生)，不加簽。"
114,1,000348011,"管理學","李嘉綺","二234","炎成創新廳",3.0,必修,"企管系",中文,否,學士班,"＠備註:企管系專班，限本系生及雙修生（系統無法選課，雙修生請第一堂課出席採人工加簽）"
114,1,000348021,"管理學","何乾瑋","二234","學思040205",3.0,必修,"企管系",中文,否,學士班,"＠備註:國貿一乙優先。第一堂課請務必出席。企管系本系生及雙修生不得修習本課。"
114,1,000348051,"管理學","李嘉綺","四234","",3.0,必修,"企管系",中文,否,學士班,"＠備註:第一堂課請務必出席。企管系本系生及雙修生不得修習本課。"
114,1,000350001,"行銷管理","白佩玉","���234","商館260313",3.0,必修,"企管系",中文,否,學士班,"＠備註:第一堂課務必出席，未出席者請自行退選。先修經濟學和管理學；企管系學生（含雙修）不得選修本課。"
114,1,000350011,"行銷管理","朱怡亭、陳姿伃","四D56","逸仙050101",3.0,必修,"企管系",中文,否,學士班,"＠備註:第一堂課務必出席，未出席者請自行退選。先修經濟學和管理學；企管系學生（含雙修）不得選修本課。"
114,1,000359031,"統計學（一）","張育瑋","二D56","商館260106",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為四、78，商院各系、地政系及經濟系學生優先。已修習原「統計學」全學年上學期課程及格者，修習本課程屬重複修習。本課程開放遞補不開放加簽。"
114,1,000359041,"統計學（一）","吳漢銘","二D56","商館260206",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為四、78，商院各系、地政系及經濟系學生優先。已修習原「統計學」全學年上學期課程及格者，修習本課程屬重複修習。"
114,1,000359091,"統計學（一）","蔡紋琦","四D56","商館260106",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為二、78。商院各系、地政系及經濟系學生優先。已修習原「統計學」全學年上學期課程及格者，修習本課程屬重複修習。"
114,1,000359211,"統計學（一）","陳立榜","四D56","資訊140201",3.0,必修,"統計系",英文,是,學士班,"＠備註:英語授課。實習課為二、78。商院ETP學生及外籍生優先。已修習原「統計學」全學年上學期課程及格者，修習本課程屬重複修習。"
114,1,000361031,"企業倫理與社會責任","譚丹琪、蘇威傑","五567","商館260206",1.0,必修,"企管系",中文,否,學士班,"＠備註:限大三以上修習，集中授課六週��每次3小時，實際上課日期請參考教學大綱。"
114,1,000605021,"商事法","劉承愚","一78","法學院416講堂",2.0,必修,"法律系",中文,否,學士班,"＠備註:會計系二年級乙班優先。"
114,1,000714001,"微積分甲","郭岳承","五D56","大勇210104",3.0,必修,"應數系",中文,否,學士班,"＠備註:地政系優先。"
114,1,000218051,"總體經濟學","李文傑","四234","大勇210202",3.0,必修,"經濟系",英文,是,學士班,"＠備註:本課程為英語授課，另有實習課。"
114,1,000219041,"經濟學","莊奕琦","四234","大勇210106",3.0,必修,"經濟系",中文,否,學士班,"＠備註:經濟系學生優先，本課程有實習課。"
114,1,000219081,"經濟學","廖郁萍","三234","大勇210104",3.0,必修,"經濟系",中文,否,學士班,"＠備註:地政系學生優先。"
114,1,000219121,"經濟學","胡偉民","二234","大勇210103",3.0,必修,"經濟系",中文,否,學士班,"＠備註:財政一甲學生優先，本課程有實習課。"
114,1,000219521,"經濟學","林信助","二234","學思040302",3.0,必修,"國貿系",中文,否,學士班,"＠備註:貿一甲、會一甲、風管系優先。114.12.13上午舉行會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,1,000219561,"經濟學","鄭鴻章","四D56","學思040202",3.0,必修,"國貿系",中文,否,學士班,"＠備註:金融系優先。114.12.13上午舉行會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,1,000226011,"政治學","孫采薇","一D56","大勇210201",3.0,必修,"政治系",中文,否,學士班,"＠備註:外交系優先。本課程於第二階段初選登記開放選課。"
114,1,000314051,"初級會計學（一）","梁嘉紋","三234","商館260306",3.0,必修,"會計系",中文,否,學士班,"＠備註:國貿一甲。第一堂課請務必出席，加簽規則請參照教學大綱，勿來信詢問。本課程於114.12.13(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,1,000314121,"初級會計學（一）","陳宇紳","四D56","研究250201",3.0,必修,"會計系",中文,否,學士班,"＠備註:國貿一乙。第一堂課請務必出席。因教室人數限制，本課程不接受加簽，電郵詢問加簽相關問題恕不回應。本課程於114.12.13(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,1,000347071,"財務管理","車倫周","四D56","商館260306",3.0,選修,"財管系",英文,是,學士班,"＠備註:先修經濟學及初級會計學一學年，英語授課，企二甲優先，本課程不加簽。"
114,1,000351061,"投資學","張元晨","三234","學思040301",3.0,必修,"財管系",中文,否,學士班,"＠備註:先修經濟學及初級會計學一學年。為利課程銜接，建議同學修課前需具有統計學基礎概念（Mean、Variance、Covariance、Correlation coefficient、Normal distribution 、Regression）"
114,1,000357011,"多媒體與程式設計軟體","李博逸、林湘霖","四234","逸仙5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為軟體應用導論，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
114,1,000357031,"多媒體與程式設計軟體","李博逸","二D56","逸���5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為軟體應用導論，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
114,1,000359021,"統計學（一）","余清祥","二234","商館260306",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為四、78。財管系一年級學生灌檔；商院各系、地政系及經濟系學生優先。已修習原「統計學」全學年上學期課程及格者，修習本課程屬重複修習。"
114,1,000711021,"微積分","蔡承育","四D56","大智190101",3.0,必修,"應數系",中文,否,學士班,"＠備註:經濟系優先"
114,1,088110041,"華語－密集班聽力課程（一）","陳惠芳","一D56","綜北270407",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088110051,"華語－密集班聽力課程（一）","簡汎霓","一567","綜南270408",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088110061,"華語－密集班聽力課程（一）","許宇萱","一D56","綜北270404",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088210011,"華語－密集班口說課程（一）","詹永康","二D56","逸仙050203",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088210021,"華語－密集班口說課程（一）","林佩君","二234","商館260209",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088210031,"華語－密集班口說課程（一）","吳孟盈","二D56","綜北270406",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088210061,"華語－密集班口說課程（一）","許宇萱","二D56","綜北270404",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088310011,"華語－密集班閱讀課程（一）","詹永康","三D56","逸仙050203",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088310051,"華語－密集班閱讀課程（一）","簡汎霓","三567","綜南270408",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088410021,"華語－密集班寫作課程（一）","林佩君","四D56","商館260309",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088410061,"華語－密集班寫作課程（一）","許宇萱","四D56","綜北270404",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088500041,"華語特別班基礎華語","蔡一萍","一D56","綜北270405",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看"
114,1,088500051,"華語特別班基礎華語","方資閔","二234","綜北270404",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看"
114,1,088501011,"華語特別班實用華語","方資閔","四234","綜北270404",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看"
114,1,088501031,"華語特別班實用華語","陳惠芳","三78E","綜北270407",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看"
114,1,088502001,"國際政經新聞","詹永康","三234","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088503001,"中級商務華語","林佩君","四78E","商館260309",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088504001,"新聞時事華語","葛健生","一78E","綜北270407",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,1,088944001,"新聞時事（一）","陳憶寧","三D56","大勇210204",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:限西點專案生"
114,1,000217021,"個體經濟學","李慧琳","一D56","資訊140405",3.0,必修,"經濟系",英文,是,學士班,"＠備註:本課程為英語授課，另有實習課。"
114,1,000218001,"總體經濟學","莊奕琦","五234","綜合中央大教室 (270751)",3.0,必修,"經濟系",中文,否,學士班,"＠備註:本課程有實習課"
114,1,000218041,"總體經濟學","朱琇妍","三D56","人偉講堂",3.0,必修,"經濟系",英文,是,學士班,"＠備註:財政系學生優先，本課程為英語授課，另有實習課"
114,1,000219031,"經濟學","王信實","五234","綜南270112",3.0,必修,"經濟系",英文,是,學士班,"＠備註:本課程為英語授課"
114,1,000219541,"經濟學","郭炳伸","三234","寶來科技廳",3.0,必修,"國貿系",中文,否,學士班,"＠備註:財管系優先。114.12.13上午舉行會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,1,000221001,"財政學","黃智聰","二D56","綜合中央大教室 (270751)",3.0,必修,"財政系",中文,否,學士班,"＠備註:開放加簽"
114,1,000226021,"政治學","韋洪武","一D56","綜北270106",3.0,必修,"政治系",中文,否,學士班,"＠備註:無"
114,1,000347041,"財務管理","盧敬植","一D56","商館260207",3.0,選修,"財管系",中文,否,學士班,"＠備註:先修經濟、初會一學年。選課一律透過系統，不開放遞補，也不開放加簽。修課注意事項及退課原則請詳教學大綱。"
114,1,000347061,"財務管理","車倫周","三D56","商館260105",3.0,選修,"財管系",英文,是,學士班,"＠備註:先修經濟、初會一年，英語授課，本課程不加簽。"
114,1,000347101,"財務管理","蔡政憲","四234","研究250306",3.0,選修,"財管系",中文,否,學士班,"＠備註:先修經濟學及初級會計學一學年。風管二優先。"
