學年度,學期,課程代碼,課程名稱,授課教師,上課時間,上課教室,學分,選別,開課學程/年級,授課語言,EMI課程,學制分類,備註
114,1,601682001,"歐盟法導論","陳靜慧","三D56","學思040107",3.0,選修,"法律二甲法律二乙法律二丙法律三甲法律三乙法律三丙法律四甲法律四乙法律四丙",中文,否,學士班,"＠備註:無"
114,1,601154011,"民法總則","向明恩","二234","法學院313信義學堂",3.0,必修,"法律一乙",中文,否,學士班,"＠備註:114級基礎科目。"
114,1,601429001,"AI與倫理","陳柏良","三234","大勇210201",3.0,選修,"法律三甲法律三乙法律三丙法律四甲法律四乙法律四丙",英文,是,學士班,"＠備註:此課程同「專題三：AI與倫理」，請同學避免重複修習。"
114,1,701002011,"線性代數","符聖珍","四D56","大智190204",3.0,必修,"應數一",中文,否,學士班,"＠備註:四7為實習課，外系生優先"
114,1,703019001,"計算機結構與組織","彭彥璁","一D56","大仁200301",3.0,必修,"資訊三",中文,否,學士班,"＠備註:無"
114,1,101782001,"文學經典閱讀與評論","張堂錡","二D56","百年330305",3.0,選修,"中文三甲中文三乙",中文,否,學士班,"＠備註:無"
114,1,101881001,"中國道教文學","高振宏","四D56","研究250308",3.0,選修,"中文二甲中文二乙",中文,否,學士班,"＠備註:無"
114,1,070144001,"行銷管理","白佩玉","四234","商館260313",3.0,群修,"商學院",中文,否,學士班,"＠備註:限外語專長商管學分學程。先修「經濟學一學年」和「管理學」。第一堂課請務必出席，缺席者請自行退課。與 000350001合開。"
114,1,070379001,"華語教學導論","鍾隆瑋","五234","研究250306",3.0,選修,"華文碩程",中文,否,學士班,"＠備註:無"
114,1,070399001,"人工智慧生成圖像與創造力","李怡志","二234","研究250424",3.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:無"
114,1,204008011,"社會學理論","高國魁","二CD56","大勇210106",4.0,必修,"社會二",中文,否,學士班,"＠備註:無"
114,1,155805001,"科技創新與專利資訊","李沛錞","四234","百年330406",3.0,選修,"圖檔碩一圖檔博一圖檔碩二圖檔博二",中文,否,���士班、博士班,"＠備註:無"
114,1,202035001,"政治哲學概論","陳建綱","三D56","大勇210201",3.0,必修,"政治一",中文,否,學士班,"＠備註:無"
114,1,203056001,"國際政治經濟學","張文揚","五234","綜南270415",3.0,必修,"外交二",中文,否,學士班,"＠備註:無"
114,1,203059001,"國際談判","黃奎博","四D56","法學院演講廳",3.0,必修,"外交三",中文,否,學士班,"＠備註:無"
114,1,308001001,"保險學","劉文彬","一D56","商館260306",3.0,必修,"風管一",中文,否,學士班,"＠備註:無"
114,1,353001001,"高等財務會計理論","金成隆、陳建文","一D56","商館260815",3.0,必修,"會計碩一會碩稅一",中文,否,碩士班,"＠備註:無"
114,1,353746001,"Python與機器學習會計應用","周濟群","四234","商館260311",3.0,選修,"會計碩一會碩稅一會計碩二會碩稅二",中文,否,碩士班,"＠備註:修課學生需自備筆記型電腦。"
114,1,300779001,"營運與供應鏈管理","侯佩妤","四D56","研究250206",3.0,選修,"商院學士",英文,是,學士班,"＠備註:英語授課。"
114,1,302018001,"銀行經營管理","林士貴、孫全玉","一78E","商館260306",3.0,必修,"金融四",中文,否,學士班,"＠備註:金融系優先。"
114,1,302032011,"金融法規","李桐豪","四D56","商館260206",3.0,群修,"金融三",中文,否,學士班,"＠備註:金融系優先。"
114,1,306009011,"系統分析與設計","杜雨儒","五D56","商館260311",3.0,必修,"資管二甲資管二乙",中文,否,學士班,"＠備註:中文授課。人數限制為45人。建議以修過[計算機概論]和[程式設計一]為優先。不開放退選。"
114,1,207094001,"土地法（一）","���秀雄","三234","綜合中央大教室 (270751)",3.0,必修,"地二土管地二土資地二土測",中文,否,學士班,"＠備註:建議先修民法(一)、民法(二)"
114,1,405873001,"跨界實驗室","陳文玲","五34C","創意實驗室",3.0,選修,"傳院二甲傳院二乙傳院二丙傳院二丁",中文,否,學士班,"＠備註:欲修習同學請詳閱教學大綱說明，且第一堂課務必出席。"
114,1,405944001,"創意與設計","陳文玲","四34C","創意實驗室",3.0,選修,"傳院二甲傳院二乙傳院二丙傳院二丁",中文,否,學士班,"＠備註:欲修習同學請詳閱教學大綱說明，且第一堂課務必出席。"
114,1,358776001,"ESG永續投資與綠色金融創新","王儷玲","五567","元大人文廳",3.0,選修,"風管碩一風管碩二",中文,否,碩士班,"＠備註:學碩合開，學士班請選308848001課號"
114,1,501833001,"心理語言學","薩文蕙","三D56","研究250309",3.0,選修,"英文三甲英文三乙",英文,是,學士班,"＠備註:無"
114,1,504087001,"俄羅斯概論","吳佳靜","二56","道藩320224",2.0,群修,"斯語一甲斯語一乙",中文,否,學士班,"＠備註:無"
114,1,506825001,"日語表現與創作","金想容","三34","季陶340401",2.0,選修,"日文二",中文,否,學士班,"＠備註:無"
114,1,599901001,"大學外文（一）：韓語","羅際任","二D56","資訊140301",3.0,選修,"外文中心",中文,否,學士班,"＠備註:韓文系輔系生請選輔系課。學生所屬國籍或僑居地之官方語言或主要使用語言為韓文，修習本科目之成績及學分不予採計。"
114,1,599901021,"大學外文（一）：韓語","羅際任","五D56","資訊140301",3.0,選修,"外文中心",中文,否,學士班,"＠備註:韓文系輔系生請選輔系課。學生所屬國籍或僑居地之官方語言或主要使用語言為韓文，修習本科目之成績及學分不予採計。"
114,1,599944041,"大學外文（一）：法文","羅清菁","三D56","資訊140106",3.0,選修,"外文中心",中文,否,學士班,"＠備註:學生所屬國籍或僑居地之官方語言或主要使用語言為法文，修習本科目之成績及學分不予採計。"
114,1,599946001,"大學外文（一）：日文","詹兆雯","二234","學思040104",3.0,選修,"外文中心",中文,否,學士班,"＠備註:學生所屬國籍或僑居地之官方語言或主要使用語言為日文，修習本科目之成績及學分不予採計。"
114,1,599946011,"大學外文（一）：日文","詹兆雯","二D56","研究250307",3.0,選修,"外文中心",中文,否,學士班,"＠備註:學生所屬國籍或僑居地之官方語言或主要使用語言為日文，修習本科目之成績及學分不予採計。"
114,1,599946031,"大學外文（一）：日文","詹兆雯","四234","資訊140105",3.0,選修,"外文中心",中文,否,學士班,"＠備註:學生所屬國籍或僑居地之官方語言或主要使用語言為日文，修習本科目之成績及學分不予採計。"
114,1,601005011,"民法物權","牛曰正","三234","法學院518講堂",3.0,必修,"法律二甲法律二乙法律二丙",中文,否,學士班,"＠備註:113級基礎科目"
114,1,601131001,"行政法（一）","陳靜慧","二56","法學院310講堂",2.0,群修,"法律二甲法律二乙法律二丙",中文,否,學士班,"＠備註:113級基礎科目。"
114,1,601155021,"刑法（一）","李聖傑","三234","法學院105富邦法學講堂",3.0,必修,"法律一乙法律一丙",中文,否,學士班,"＠備註:114級基礎科目。系所分派將灌入一乙後1/2學生及一丙全部學生。114-2刑法(二)授課教師異動為周漾沂老師。"
114,1,601159001,"民法債編總論（二）","呂彥彬","一D56","法學院310講堂",3.0,必修,"法律二甲法律二乙法律二丙",中文,否,學士班,"＠備註:113級基礎科目"
114,1,601453001,"公益服務法律實習－共好文山計畫（四）","陳志輝","一12","法學院305講堂",2.0,選修,"法律一甲法律一乙法律一丙法律二甲法律二乙法律二丙法律三甲法律三乙法律三丙法律四甲法律四乙法律四丙",中文,否,學士班,"＠備註:無"
114,1,651A59001,"AI與倫理","陳柏良","三234","大勇210201",3.0,選修,"法律碩一法律碩二",英文,是,碩士班,"＠備註:1. 與學士班課程合開，博士生選修不計入其畢業學分。2. 此課程同「專題三：AI與倫理」，請同學避免重複修習。"
114,1,701003001,"高等微積分","陳隆奇","二34四34","志希070221",4.0,必修,"應數二",中文,否,學士班,"＠備註:三EF為實習課。"
114,1,701006001,"機率論","洪芷漪","三D56","志希070221",3.0,必修,"應數二",中文,否,學士班,"＠備註:三7為實習課。"
114,1,701008001,"微分方程","符聖珍","五D56","志希070221",3.0,必修,"應數二",中文,否,學士班,"＠備註:五7為實習課。"
114,1,701018001,"計算機程式","曾正男","二D56","應數電腦室",3.0,必修,"應數一",中文,否,學士班,"＠備註:二C為實習課。"
114,1,601131021,"行政法（一）","吳秦雯","二56","法學院416講堂",2.0,群修,"法律二甲法律二乙法律二丙",中文,否,學士班,"＠備註:113級基礎科目。"
114,1,601154021,"民法總則","葉啓洲","二234","法學院105富邦法學講堂",3.0,必修,"法律一丙",中文,否,學士班,"＠備註:114級基礎科目。"
114,1,070435001,"區塊鏈與數位資產","鄭旭高","五567","綜南270109",3.0,選修,"社科院",英文,是,學士班,"＠備註:學碩合開課程，限學士班三年級以上學生修讀。"
114,1,070152001,"臺灣的時空旅行","鄭麗榕","三78","學思040103",2.0,選修,"台史所",中文,否,學士班,"＠備註:無"
114,1,070260001,"創意與設計","陳文玲","四34C","創意實驗室",3.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:1.本課程不開放電腦選課，請欲修習同學第一堂課必出席。2. 限人文創新學程生加選。"
114,1,070383001,"區域研究—歐盟國際關係研究","蘇卓馨","二D56","綜合271112",3.0,選修,"國務院",英文,是,碩士班,"＠備註:無"
114,1,207083001,"不動產估價理論","陳奉瑤","四234","大勇210201",3.0,必修,"地三土管",中文,否,學士班,"＠備註:土資、土測組選修"
114,1,202003001,"比較政府與政治","楊婉瑩","一D56","綜南270112",3.0,必修,"政治二",中文,否,學士班,"＠備註:未出席第一堂課者不得選修，如未出席者，請自行退選。"
114,1,209745001,"博物館管理與經營","陳春蘭","二78E","綜北270204",3.0,選修,"民族二",中文,否,學士班,"＠備註:無"
114,1,304025001,"機率論","張志浩","五234","商館260106",3.0,必修,"統計二",英文,是,學士班,"＠備註:英語授課；「機率論」應先修「微積分」，惟不設定修習及格之檔修。本系、輔系及雙主修學生，均應先修習本系所開之「機率論」，無論「機率論」修習通過與否，得修習「數理統計學(一)」、「數理統計學(二)」，惟「數理統計學(一)」、「數理統計學(二)」修習二次未過，第三次起始同意修習開在商院的「數理統計學」。"
114,1,306738001,"數位創新沙龍","張欣綠","五D56","商館260102",2.0,選修,"��管四甲資管四乙",中文,否,學士班,"＠備註:學碩合開。學士班以大四生為優先。"
114,1,308848001,"ESG永續投資與綠色金融創新","王儷玲","五567","元大人文廳",3.0,選修,"風管三風管四",中文,否,學士班,"＠備註:學碩合開，碩士班請選358776001課號"
114,1,353866001,"實證性會計研究","陳漢鐘","五234","商館260815",3.0,選修,"會計碩一會碩稅一會計碩二會碩稅二",中文,否,碩士班,"＠備註:修課學生需自備筆記型電腦。"
114,1,405915001,"圖像與文創","劉俐華","二34C","大勇210315",3.0,選修,"傳院二甲傳院二乙傳院二丙傳院二丁",中文,否,學士班,"＠備註:請勿寄信給授課老師詢問選課加簽事宜。選課一律透過系統，不開放遞補，也不開放加簽。"
114,1,405940001,"影像概論","陳儒修","五D56","傳院劇場",3.0,選修,"傳院二甲傳院二乙傳院二丙傳院二丁",中文,否,學士班,"＠備註:第一週就正式上課，請準時到課。"
114,1,504834001,"捷克文（一）","林蒔慧","二D56","道藩320113",3.0,選修,"斯語一甲斯語一乙斯語二甲斯語二乙",中文,否,學士班,"＠備註:開放全校選修，本科目與外文中心合開"
114,1,307864001,"財務軟體應用","陳虹伶","三234","商院電腦室",3.0,選修,"財管三",中文,否,學士班,"＠備註:先修財務管理；加簽請詳閱教學大綱"
114,1,405948001,"紀實採寫","林怡潔","三D56","研究250424",3.0,選修,"傳院二甲傳院二乙傳院二丙傳院二丁",中文,否,學士班,"＠備註:欲加簽本課者，第一次上課務必到課，所有加簽作業均須跟授課老師晤談獲得老師同意後於第一堂課辦理，之後一律不受理，欲加簽者需列於遞補清單。"
114,1,501064001,"翻譯專題：理論與實務","吳敏華","二567","季陶340309",3.0,必修,"英文四甲英文四乙",英文,是,學士班,"＠備註:無"
114,1,504024001,"初級俄語語法","張瑞承","四34","道藩320111",2.0,必修,"斯語一甲",中文,否,學士班,"＠備註:無"
114,1,599889001,"大學外文（一）：泰文","譚華德","二D56","國際360304",3.0,選修,"外文中心",中文,否,學士班,"＠備註:東南亞語系雙輔生請修習該系課程。學生所屬國籍或僑居地之官方語言或主要使用語言為泰文，修習本科目之成績及學分不予採計。"
114,1,599901011,"大學外文（一）：韓語","羅際任","三D56","資訊140301",3.0,選修,"外文中心",中文,否,學士班,"＠備註:韓文系輔系生請選輔系課。學生所屬國籍或僑居地之官方語言或主要使用語言為韓文，修習本科目之成績及學分不予採計。"
114,1,ZU1015001,"資料科學","呂欣澤","二234","國際360304",3.0,群修,"創國學二",英文,是,學士班,"＠備註:英文授課"
114,1,ZU1042001,"AI與倫理","陳柏良","三234","大勇210201",3.0,群修,"創國學三創國學四",英文,是,學士班,"＠備註:1. 英文授課 2. 此課程同 ""ZU1030001 專題三：AI與倫理"" (群修)，請學生避免重複修習。"
114,1,ZU1888001,"國際智財管理","宋皇志","三78E","商館260913",3.0,選修,"創國學三創國學四",英文,是,學士班,"＠備註:1. 英文授課 2.「國際智財管理」可替代 「國際創新管理」學分。"
114,1,070402001,"台日文學名著選讀","吳佩珍","一D56","百年330109",3.0,選修,"台文所",中文,否,學士班,"＠備註:無"
114,1,070410001,"創新創業講做堂","林士淵","四D56","研總數位教學發展教室350112",3.0,選修,"創新創造力研究中心",英文,是,學士班,"＠備註:無"
114,1,070423001,"人工智慧導論","詳備註","未定或彈性","",3.0,必修,"人智應學士",中文,否,學士班,"＠備註:【臺灣大專院校人工智慧學程聯盟課程】1.本課程為主導課程，成大朱威達老師授課。2.同步遠距上課時間為每週四13:10-16:00，可非同步，上課使用NTUCOOL平台。3. 同步考試時間為2025年12月11日 13:10~16:00(無法應考請勿修課)。4.選課前務必詳閱教學大綱。本課程對應人工智慧探索應用學分學程。"
114,1,070424001,"金融科技導論","詳備註","未定或彈性","",3.0,必修,"人智應學士",中文,否,碩士班,"＠備註:【臺灣大專院校人工智慧學程聯盟課程】1.教師為台大張智星老師。2.同步遠距上課時間為每週三9:10-12:10，上課使用NTUCOOL平台。3.期末考為12/17 9:00-12:00。選課前務必詳閱教學大綱。4.本課程對應人工智慧探索應用學分學程。"
114,1,070427001,"自然語言處理","詳備註","未定或彈性","",3.0,必修,"人智應學士",中文,否,碩士班,"＠備註:【臺灣大專院校人工智慧學程聯盟課程】1.本課程為主導課程，清大高宏宇老師授課。2.同步遠距上課時間為星期二13:20-15:10 星期四13:20-14:10，可非同步，上課使用NTUCOOL平台。3.選課前務必詳閱教學大綱。本課程對應人工智慧自然語言學分學程。"
114,1,070429001,"生成式人工智慧與機器學習導論","詳備註","未定��彈性","",3.0,必修,"人智應學士",中文,否,學士班,"＠備註:【臺灣大專院校人工智慧學程聯盟課程】1.本課程為主導課程，台大李宏毅軒老師授課。2.同步遠距上課時間見教學大綱 ，上課使用NTUCOOL平台。3.選課前務必詳閱教學大綱。本課程對應人工智慧工業應用、視覺技術學分學程。"
114,1,070432001,"民族藝術","陳乃華","三234","綜南270313",3.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:無"
114,1,153685001,"明清醫療、身體與性別專題","陳秀芬","二D56","季陶340408",3.0,選修,"歷史碩一歷史博一歷史碩二歷史博二",中文,否,碩士班、博士班,"＠備註:無"
114,1,154230001,"現象學心理學專題：童年現象學","李維倫","三EFG","研究250306",3.0,選修,"哲學碩一哲學博一哲學碩二哲學博二",中文,否,碩士班、博士班,"＠備註:無"
114,1,070024001,"第二語言習得","鄭又寧","一D56","",3.0,選修,"華文碩程",中文,否,學士班,"＠備註:無"
114,1,070172021,"選修英文：學術聽說訓練（ETP專班）","郭曉蓉","三234","資訊140105",3.0,選修,"外文中",英文,否,學士班,"＠備註:與選修英文一般班合開。本課程為ETP學分學程英語訓練課程，自109學年起不收學分費，除商院外之各院ETP學分學程生優先登記選課(合院編班)，如有餘額開放一般生選課。"
114,1,070216001,"傳統精緻藝術再創新－故宮博物院專案實作","吳彥杰","三234","創意實驗室",3.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:本課號人文創新學程、創新與創造力學程學生優先選課。"
114,1,070221001,"旅行與台灣歷史","林果顯、廖文宏","一78","研究250206",2.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:本課號人文創新學程、創新與創造力學程學生優先選課。"
114,1,070281001,"歐洲文化與文明","許玉燕","四78","綜北270201",2.0,選修,"國務院",中文,否,學士班,"＠備註:限歐盟學分學程學生修習。中文授課，學士班課程。"
114,1,070300001,"阿美族語（一）","朱清義","一56","綜南270309",2.0,選修,"民族系",中文,否,學士班,"＠備註:無"
114,1,070305001,"布農族語（一）","全正文","二78","綜南270108",2.0,選修,"民族系",中文,否,學士班,"＠備註:無"
114,1,070313001,"原住民族與國家發展","蕭惠中","三D56","綜北270405",3.0,選修,"民族系",中文,否,學士班,"＠備註:無"
114,1,070329001,"泰雅族語（三）","鄭光博","二CD","綜南270210",2.0,選修,"民族系",中文,否,學士班,"＠備註:無"
114,1,070349001,"調查實務","蕭怡靖","四234","綜北270205",3.0,必修,"選研中心",中文,否,學士班,"＠備註:此課程為資料科學與輿情分析學分學程開設，學程學生享有優先選課權益。"
114,1,070365001,"比較教育：國際大型評量議題","陳榮政","未定或彈性","",1.0,選修,"教育學",英文,是,碩士班、博士班,"＠備註:本課程為東亞頂尖教育家國際學分學程開設之移地學習密集課程，不開放加選，僅限學程學生以灌檔方式選課。本課程至韓國高麗大學採移地學習方式密集授課，授課教師：Pey-Yan Liou，語言為英語，上課時間請洽開課單位"
114,1,070380001,"大學社會責任PBL課程","王信實、陳志輝、蔡培元、蘇昱璇","一D56","綜北270306",3.0,群修,"社科院",中文,否,學士班,"＠備註:請欲修習同學第一堂課務必出席。"
114,1,204831001,"地方創生：活化策略的方法與實踐","林承毅","三78E","綜北270202",3.0,選修,"社會一社會二社會三社會四",中文,否,學士班,"＠備註:無"
114,1,205850001,"永續發展與企業社會責任","周麗芳","二EFG","綜北270205",3.0,選修,"財政三甲財政三乙財政四甲財政四乙",中文,否,學士班,"＠備註:無"
114,1,207004001,"土地經濟學","林子欽","二D56","大勇210105",3.0,必修,"地二土管地二土資",中文,否,學士班,"＠備註:建議先修經濟學；土測選修"
114,1,207073001,"民法（一）","李明芝","四234","大勇210103",3.0,必修,"地一土管地一土資地一土測",中文,否,學士班,"＠備註:無"
114,1,207102001,"土地登記","李志殷","四D56","資訊140206",3.0,必修,"地三土管",中文,否,學士班,"＠備註:先修科目民法(一)、土地法(一)；土資、土測組為選修"
114,1,158773001,"台灣政治經濟發展與美國政策","前田直樹","一D56","季陶340519",3.0,選修,"台史碩一台史博一台史碩二台史博二",中文,否,碩士班、博士班,"＠備註:無"
114,1,158793001,"日本古典文法","鄭家瑜","二34","研究250202",2.0,選修,"台史碩一台史博一台史碩二台史博二",中文,否,碩士班、博士班,"＠備註:與日文碩合開"
114,1,159913001,"日記、傳記與文學","曾士榮","五34C","",3.0,選修,"台文碩一台文博一台文碩二台文博二",中文,否,碩士班、博士班,"＠備註:無"
114,1,209069001,"民族學研究方法與實作","高雅寧","三D56","綜北270403",3.0,必修,"民族二",中文,否,學士班,"＠備註:無"
114,1,261045001,"發展研究導論","林義鈞","一12C","綜北270401",3.0,必修,"國發碩一國發碩二",中文,否,碩士班,"＠備註:碩一導師擔任授課教師，碩士班群修(博士班補修)，外所同學如需加簽，經授課教師同意後，交由本所統一加選。"
114,1,261103001,"永續發展","林義鈞","一567","綜合270722",3.0,群修,"國發碩一國發碩二",中文,否,碩士班,"＠備註:碩士班群修（博班補修）。外所同學如需加簽，經授課老師同意後，交由本所統一加選。"
114,1,261901001,"中國政治經濟發展","黃兆年","四234","綜合270722",3.0,選修,"國發碩一國發博一國發碩二國發博二",英文,是,碩士班、博士班,"＠備註:碩博選。(英語授課)。外所同學如需加簽，經授課教師同意後，交由本所統一加選。"
114,1,261926001,"中國大陸的政治發展","趙建民","一567","綜合270723",3.0,選修,"國發碩一國發博一國發碩二國發博二",英文,是,碩士班、博士班,"＠備註:碩博選修。外所同學如需加簽，經授課老師同意後，交由本��統一加選。"
114,1,300743001,"數位行銷實作研習","樓永堅","三EFG","商館260210",3.0,選修,"商院碩士",中文,否,碩士班,"＠備註:實際上課時間18:30-21:20。供應鏈學程/創新創業學程。"
114,1,308855001,"區塊鏈與Python程式設計簡介","謝明華","二234","商館260311",3.0,選修,"風管三風管四",中文,否,學士班,"＠備註:學碩合開，碩士班請選358914001課號"
114,1,353010001,"租稅法研究","許崇源","二234","商館260815",3.0,必修,"會碩稅一會碩稅二",中文,否,碩士班,"＠備註:無"
114,1,353015001,"租稅規劃","陳明進","五567","商館260815",3.0,必修,"會碩稅一會碩稅二",中文,否,碩士班,"＠備註:無"
114,1,353807001,"投資自己成為會計達人：黃金產業面面觀","徐聖忠","一D56","研究250206",3.0,選修,"會計碩一會碩稅一會計碩二會碩稅二",中文,否,碩士班,"＠備註:無"
114,1,353817001,"政府會計","鄭如孜","五234","商館260312",3.0,選修,"會計碩一會碩稅一會計碩二會碩稅二",中文,否,碩士班,"＠備註:無"
114,1,300859001,"供應鏈管理實務","陳立民","五234","商館260713",2.0,選修,"商院碩士",中文,否,碩士班,"＠備註:學碩合開。"
114,1,304029001,"數理統計學（二）","黃子銘","五234","商館260207",3.0,必修,"統計三",中文,否,學士班,"＠備註:無"
114,1,305659001,"供應鏈管理實務","陳立民","五234","商館260713",2.0,選修,"企管三甲企管三乙企管四甲企管四乙",中文,否,學士班,"＠備註:學碩合開。"
114,1,401120001,"進階新聞報導與族群／性別／階級","方念萱","三D56","傳播310431",3.0,群修,"新聞三",中文,否,學士班,"＠備註:無"
114,1,405001031,"傳播概論","孫秀蕙","二234","大勇210106",3.0,必修,"傳院一丁",中文,否,學士班,"＠備註:不分系大一丁班學生灌檔；其他補修、重修、轉系、轉學及雙主修學生需自行選課。欲加簽本課程者，第一次上課請務必到課。"
114,1,501010001,"西洋文學概論","林質心","三234","研究250302",3.0,必修,"英文一甲",英文,是,學士班,"＠備註:無"
114,1,501010011,"西洋文學概論","許立欣","三234","季陶340405",3.0,必修,"英文一乙",英文,是,學士班,"＠備註:無"
114,1,501060001,"語言學習導論","招靜琪","四567","資訊140105",3.0,群修,"英文二甲英文二乙",英文,是,學士班,"＠備註:無"
114,1,504781001,"捷克人文與文化探索","赫萊娜","二78","道藩320113",2.0,選修,"斯語二甲斯語二乙斯語三甲斯語三乙斯語四甲斯語四乙",英文,是,學士班,"＠備註:無"
114,1,504827001,"捷克文（三）","赫萊娜","二D56","道藩320217",3.0,選修,"斯語三甲斯語三乙斯語四甲斯語四乙",其他,否,學士班,"＠備註:無"
114,1,501925001,"聖經與文學","姜翠芬","二D56","研究250306",3.0,選修,"英文二甲英文二乙",英文,是,學士班,"＠備註:無"
114,1,504839001,"俄語（二）","江杰翰","二234","道藩320314",3.0,選修,"斯語二甲斯語二乙",中文,否,學士班,"＠備註:開放全校選修，本系生不得修讀。"
114,1,504901001,"捷語會話（二）","赫萊娜","四D56","道藩320217",3.0,選修,"斯語三甲斯語三乙",其他,否,學士班,"＠備註:無"
114,1,504032001,"中級俄語語法","吳佳靜","二34","道藩320224",2.0,必修,"斯語二甲",中文,否,學士班,"＠備註:無"
114,1,504032011,"中級俄語語法","張珮琪","二34","道藩320111",2.0,必修,"斯語二乙",中文,否,學士班,"＠備註:無"
114,1,504055011,"中級俄語會話","瑪詩可娃","三34五34","道藩320113",2.0,必修,"斯語二乙",俄文,否,學士班,"＠備註:無"
114,1,504056001,"進階俄語會話","薩承科","二12四12","道藩320112",2.0,必修,"斯語三甲斯語三乙",俄文,否,學士班,"＠備註:無"
114,1,504059011,"進階俄語：文化","江杰翰","三34","道藩320111",2.0,選修,"斯語三甲斯語三乙斯語四甲斯語四乙",中文,否,學士班,"＠備註:無"
114,1,504061011,"進階俄語：經貿","張珮琪","四34","道藩320315",2.0,選修,"斯語三甲斯語三乙斯語四甲斯語四乙",中文,否,學士班,"＠備註:無"
114,1,509896001,"用德語說臺灣","姚紹基、黃逸龍","一56","學思040306",2.0,選修,"歐文德三歐文德四",德文,否,學士班,"＠備註:建議具備德文B1(或以上)程度較妥。"
114,1,509901001,"初級德文語練（一）","許嘉眙","三56","研究250306",2.0,選修,"歐文德一",德文,否,學士班,"＠備註:無"
114,1,509916001,"新聞西班牙文","馬德睿","二78","研究250106",2.0,選修,"歐文西三歐文西四",西班牙文,否,學士班,"＠備註:建議具備西文B1（或以上）程度較妥。"
114,1,555002001,"句法學","郭岳鑫","三D56","季陶340315",3.0,必修,"語言碩一語言碩二",中文,否,碩士班,"＠備註:非選讀「語言、認知與大腦學分學程」之大學部學生不得選修；學程學生須先修「語法導論」方得選課。"
114,1,555005001,"音韻學","蕭宇超","五CD5","季陶340315",3.0,必修,"語言碩一語言碩二",中文,否,碩士班,"＠備註:非選讀「語言、認知與大腦學分學程」之大學部學生不得選修；學程學生須先修「音韻學導論」方得選課。"
114,1,599945041,"大學外文（一）：德文","江世琳","四D56","大勇210208",3.0,選修,"外文中心",中文,否,學士班,"＠備註:學生所屬國籍或僑居地之官方語言或主要使用語言為德文，修習本科目之成績及學分不予採計。"
114,1,601596001,"專利法","陳龍昇","三56","研究250105",2.0,選修,"法律三甲法律三乙法律三丙法律四甲法律四乙法律四丙",中文,否,學士班,"＠備註:無"
114,1,601131011,"行政法（一）","傅玲靜","二56","法學院313信義學堂",2.0,群修,"法律二甲法律二乙法律二丙",中文,否,學士班,"＠備註:113級基礎科目。"
114,1,601464001,"國際租稅法","鍾騏","五234","綜南270312",3.0,選修,"法律三甲法律三乙法律三丙法律四甲法律四乙法律四丙",英文,是,學士班,"＠備註:無"
114,1,504778001,"ＡＩ視角下的俄語導覽台灣：國情、飲食、觀光、交通","劉心華","五34","道藩320112",2.0,選修,"斯語三甲斯語三乙斯語四甲斯語四乙",中文,否,學士班,"＠備註:無"
114,1,501063001,"十九世紀英國文學","陳音頤","一D56","研究250101",3.0,群修,"英文三甲英文三乙英文四甲英文四乙",英文,是,學士班,"＠備註:無"
114,1,504838001,"俄語（一）","吳佳靜","一D56","道藩320218",3.0,選修,"斯語一甲斯語一乙",中文,否,學士班,"＠備註:開放全校選校，本系生不得修讀。本科目與外文中心合開。"
114,1,504890001,"捷克名著選讀","林蒔慧","四78","研究250424",2.0,選修,"斯語二甲斯語二乙斯語三甲斯語三乙斯語四甲斯語四乙",中文,否,學士班,"＠備註:無"
114,1,504906001,"俄羅斯詩歌選讀","鄢定嘉","一CD","道藩320313",2.0,選修,"斯語三甲斯語三乙斯語四甲斯語四乙",中文,否,學士班,"＠備註:無"
114,1,506074001,"日本名著選讀Ｂ１：文學","鄭家瑜","四56","研究250419",2.0,群修,"日文三",中文,否,學士班,"＠備註:無"
114,1,506832001,"日本研究入門：議題與方法","山藤夏郎","三78","研究250302",2.0,選修,"日文三日文四",日文,否,學士班,"＠備註:無"
114,1,506845001,"日譯中理論與實務１","王盈文","五34","研究250301",2.0,選修,"日文三",中文,否,學士班,"＠備註:無"
114,1,507817001,"作為外語的韓國語教育入門","陳冠超","一D5","道藩320212",2.0,選修,"韓文三",韓文,否,學士班,"＠備註:韓國外國語大學遠距，建議具有中高級程度者修讀。"
114,1,508049001,"土耳其通論","熊道天","二D56","道藩320218",3.0,必修,"土文一",中文,否,學士班,"＠備註:餘額開放外系生選修"
114,1,508052001,"大一土耳其語","李珮玲","二234","道藩320215",3.0,必修,"土文一",土耳其文,否,學士班,"＠備註:無"
114,1,508059001,"土耳其文學概論","李珮玲","四56","道藩320215",2.0,必修,"土文二",土耳其文,否,學士班,"＠備註:無"
114,1,599874001,"大學外文（一）：土耳其語","馬仕強","四D56","道藩320111",3.0,選修,"外文中心",土耳其文,否,學士班,"＠備註:合授課程。雙修輔系生可選。學生所屬國籍或僑居地之官方語言或主要使用語言為該語言，修習本科目之成績及學分不予採計。"
